id,priority,creationDate,expirationDate,targetPort,sequence,content
b881f88e-d4bb-4f37-9ef4-b94b05adad7f,2,2026-05-05T18:39:37.381363700Z,2026-05-06T18:39:37.381363700Z,d853d302-e420-45df-a583-2b2f8a2792e8,33,Cliente recusou produto
1e6061f2-cf7a-4b93-814d-2ec4ca9f98b3,3,2026-05-05T18:40:37.381363700Z,2026-05-06T18:40:37.381363700Z,846ab778-8aff-4863-93ea-413fc7cb32dc,34,Veículo apresentou falha mecânica
f9650f06-69de-45ad-b095-912b3d69eac7,4,2026-05-05T18:41:37.381363700Z,2026-05-06T18:41:37.381363700Z,38fec73d-70f3-410c-aabf-ac14e9994a68,35,Entrega realizada com sucesso
86a03269-d509-4fc3-834e-964850a1bc6d,0,2026-05-05T18:42:37.381363700Z,2026-05-06T18:42:37.381363700Z,74aa6a06-337a-43c6-add1-3c61322f1991,36,Atraso na entrega
4fa091bd-c3ac-4a82-bf36-1b2af1522da0,1,2026-05-05T18:43:37.381363700Z,2026-05-06T18:43:37.381363700Z,977f089d-26ab-46ce-913e-7ca5453b6ab8,37,Rota alterada
b2c2b846-f850-4d01-9ce3-ce413e3ae795,2,2026-05-05T18:44:37.381363700Z,2026-05-06T18:44:37.381363700Z,77365945-3be6-43c6-ad12-84191506e679,38,Parada não programada
907f18c4-e377-4637-b611-1c67e667baf7,3,2026-05-05T18:45:37.381363700Z,2026-05-06T18:45:37.381363700Z,8d3a64d8-5e4d-4e48-ae68-3a17acb296f0,39,Documento fiscal emitido
76711797-d4a7-458a-81b4-d32b9fb05356,4,2026-05-05T18:46:37.381363700Z,2026-05-06T18:46:37.381363700Z,433aa149-a403-4334-80e3-2a0200d8f2c2,40,Carga danificada
7113a003-c2c7-4d84-8b0f-6e3039b4bd08,0,2026-05-05T18:47:37.381363700Z,2026-05-06T18:47:37.381363700Z,49933300-5bcc-4711-907a-6c20ebe121e3,41,Início de viagem
65d68ba1-7bf1-4ca3-b7b1-b5a6b5bcd569,1,2026-05-05T18:48:37.381363700Z,2026-05-06T18:48:37.381363700Z,b126bbe2-ef83-4839-80f6-62b1ec00ffbf,42,Fim de viagem
12e76d2f-9424-41b7-9e26-c6e2ee3f3d24,2,2026-05-05T18:49:37.381363700Z,2026-05-06T18:49:37.381363700Z,9046f4b1-aab8-427e-8970-58d7c6250a40,43,Cliente recusou produto
2b433224-0e39-44e4-81aa-057b088f1a38,3,2026-05-05T18:50:37.381363700Z,2026-05-06T18:50:37.381363700Z,90530330-b419-44dc-b71f-adb5c97d0fca,44,Veículo apresentou falha mecânica
9651787d-9b01-4c44-9d57-74bde56c4603,4,2026-05-05T18:51:37.381363700Z,2026-05-06T18:51:37.381363700Z,b357ee28-7e14-4efb-a945-c480359f8eab,45,Entrega realizada com sucesso
68017d33-d763-4129-a90d-c9d5dc1b4f50,0,2026-05-05T18:52:37.381363700Z,2026-05-06T18:52:37.381363700Z,e2cd3c55-74e3-48e2-a5b9-5b0bf04b30ff,46,Atraso na entrega
fd41278f-e088-4cd3-aeee-1f6ba6ccda8a,1,2026-05-05T18:53:37.381363700Z,2026-05-06T18:53:37.381363700Z,1a67544a-eb85-43b0-9448-4aa4467bc974,47,Rota alterada
dfabb3f3-91b8-40df-81b5-6dde64935941,2,2026-05-05T18:54:37.381363700Z,2026-05-06T18:54:37.381363700Z,e188400b-18ff-41ff-969c-c2262ae98fc3,48,Parada não programada
9192e183-f42f-416d-ac53-a58fe6164610,3,2026-05-05T18:55:37.381363700Z,2026-05-06T18:55:37.381363700Z,fab93de6-08b3-4c52-93bc-03f18692f95b,49,Documento fiscal emitido
e5d82ff0-b83f-47fb-8130-9da8e0600985,4,2026-05-05T18:56:37.381363700Z,2026-05-06T18:56:37.381363700Z,a974db74-78b6-433d-8298-0418914650f5,50,Carga danificada
0b797c6b-c498-49c4-ab4f-42fd48928605,0,2026-05-05T18:57:37.381363700Z,2026-05-06T18:57:37.381363700Z,370c0b98-8b79-48ef-8f3c-d8e998fbbb9a,51,Início de viagem
ebc8a4ae-e1dc-4c49-b7c3-d5eeb74bbd5d,1,2026-05-05T18:58:37.381363700Z,2026-05-06T18:58:37.381363700Z,ea4b1d95-31f2-4090-8985-4ed0a79ddf64,52,Fim de viagem
5bf692bd-7873-4c7d-b026-b8a86d16df83,2,2026-05-05T18:59:37.381363700Z,2026-05-06T18:59:37.381363700Z,924d7549-161a-4516-a22b-4b1ee21d395e,53,Cliente recusou produto
aed67913-679c-4731-99b0-812b76607c1d,3,2026-05-05T19:00:37.381363700Z,2026-05-06T19:00:37.381363700Z,7783f6c9-87eb-44cd-93b2-c605516fc281,54,Veículo apresentou falha mecânica
f323973d-aa89-4204-8b58-0b8fbed50c6d,4,2026-05-05T19:01:37.381363700Z,2026-05-06T19:01:37.381363700Z,a6c89027-2e86-4293-9e3a-cfb8cb084021,55,Entrega realizada com sucesso
3a999620-78a5-415f-9b2e-efe81d6ad1ed,0,2026-05-05T19:02:37.381363700Z,2026-05-06T19:02:37.381363700Z,d0b47c16-d9b7-4cb0-9a7a-4e9e93547d58,56,Atraso na entrega
0b77926b-a702-4a06-9573-dde1d29bef52,1,2026-05-05T19:03:37.381363700Z,2026-05-06T19:03:37.381363700Z,c32b401a-585c-4fc3-946f-1ff3a30f9560,57,Rota alterada
ff9bad93-bf04-47fd-ab06-f78d0b3dd0bc,2,2026-05-05T19:04:37.381363700Z,2026-05-06T19:04:37.381363700Z,7f0cdca5-5584-4f59-9e09-f1bc7e17a7f6,58,Parada não programada
1fa09d5b-9841-479e-b2e0-b99a95b76156,3,2026-05-05T19:05:37.381363700Z,2026-05-06T19:05:37.381363700Z,d24582df-e583-4117-b9b7-f89d36315660,59,Documento fiscal emitido
9823298b-4f35-452f-ae80-fde26de8dbf9,4,2026-05-05T19:06:37.381363700Z,2026-05-06T19:06:37.381363700Z,2e96da15-2d43-4cd6-b174-6a2ed43da108,60,Carga danificada
3e8bec60-0c3c-4547-ac89-dc4d40d7a0cb,0,2026-05-05T19:07:37.381363700Z,2026-05-06T19:07:37.381363700Z,a48eba55-36ac-45d6-b4e6-b250df6dc009,61,Início de viagem
294589ea-0951-4928-9dac-9548df2a2433,1,2026-05-05T19:08:37.381363700Z,2026-05-06T19:08:37.381363700Z,6217f1a5-6f82-4959-9199-fff4fe215ab5,62,Fim de viagem
cd4aed26-58c0-4914-bc4f-3db4d654aa8c,2,2026-05-05T19:09:37.381363700Z,2026-05-06T19:09:37.381363700Z,491a8451-0eb3-4625-bb0a-8bd770e59dfd,63,Cliente recusou produto
3a2c892c-f487-47d5-b049-f05cae030ae1,3,2026-05-05T19:10:37.381363700Z,2026-05-06T19:10:37.381363700Z,cef4ba49-6dbd-4786-9ce6-2381dfeace4b,64,Veículo apresentou falha mecânica
64621d3b-5065-4d96-b950-5f8b1cc0d301,4,2026-05-05T19:11:37.381363700Z,2026-05-06T19:11:37.381363700Z,c56e6493-c55a-4bff-85d9-42b100676b54,65,Entrega realizada com sucesso
c74a1b63-9a26-4cc3-ab9f-ac34b3265e02,0,2026-05-05T19:12:37.381363700Z,2026-05-06T19:12:37.381363700Z,dc2c0aea-ec88-4e46-8cd1-c17e141cc2f9,66,Atraso na entrega
a0895bab-1536-4d23-a36e-970667808415,1,2026-05-05T19:13:37.381363700Z,2026-05-06T19:13:37.381363700Z,e6a80109-d888-439f-b51e-08ea7c21f949,67,Rota alterada
8421ed8f-a470-41e7-84d1-9fc8d383d1fd,2,2026-05-05T19:14:37.381363700Z,2026-05-06T19:14:37.381363700Z,179f707b-09dd-4b15-9446-b3bb208f1a53,68,Parada não programada
65758bff-e29a-4f95-9cd9-cb443db850b4,3,2026-05-05T19:15:37.381363700Z,2026-05-06T19:15:37.381363700Z,4305412d-b780-4b94-811b-b5312899933a,69,Documento fiscal emitido
1bb43013-9792-4613-aa11-e6ab80ffdee1,4,2026-05-05T19:16:37.381363700Z,2026-05-06T19:16:37.381363700Z,94325aa3-69cf-4e03-872c-7b23d3b0e202,70,Carga danificada
f37fe6a2-1159-41aa-96c2-444f73bc611e,0,2026-05-05T19:17:37.381363700Z,2026-05-06T19:17:37.381363700Z,44d5e65d-2452-4a9a-b46c-3121849ee5cd,71,Início de viagem
492a19a5-fd9b-41da-a413-55710337a1aa,1,2026-05-05T19:18:37.381363700Z,2026-05-06T19:18:37.381363700Z,5fdfee45-61ec-42e5-b6e2-cb13151b1750,72,Fim de viagem
3e6fa78f-78e9-457e-a4fd-bf2a3a283389,2,2026-05-05T19:19:37.381363700Z,2026-05-06T19:19:37.381363700Z,1977574e-5b60-402c-aa4b-24318274aedb,73,Cliente recusou produto
ef82785f-5a47-40fb-b33b-5bb20eebde2d,3,2026-05-05T19:20:37.381363700Z,2026-05-06T19:20:37.381363700Z,608be43a-fbbc-4752-b74b-2adb22add65e,74,Veículo apresentou falha mecânica
40af458b-4a77-4579-bc4f-22a8c476287e,4,2026-05-05T19:21:37.381363700Z,2026-05-06T19:21:37.381363700Z,2e52298a-c76b-4027-a8bf-1e4a6971be48,75,Entrega realizada com sucesso
d18fa331-b261-4b56-8e47-fb2fa59be785,0,2026-05-05T19:22:37.381363700Z,2026-05-06T19:22:37.381363700Z,a87a5b7e-4e33-4e3f-9020-828612be7487,76,Atraso na entrega
8ccbad92-fd46-4137-a86b-be9a2a997612,1,2026-05-05T19:23:37.381363700Z,2026-05-06T19:23:37.381363700Z,5ae2efcf-e3db-40b8-b23c-9d0728334461,77,Rota alterada
3e4e740c-7e3b-44f2-9f99-3c61a2c68cc7,2,2026-05-05T19:24:37.381363700Z,2026-05-06T19:24:37.381363700Z,c3d871fe-766e-4141-be1e-0c2dacec3898,78,Parada não programada
b74ff66f-c141-4c7b-b6c6-0a3f8f735b6b,3,2026-05-05T19:25:37.381363700Z,2026-05-06T19:25:37.381363700Z,2a663ae8-0b38-4129-aa1c-6c66c048b79e,79,Documento fiscal emitido
f2bc4e03-4a54-451d-b40a-455f68edf89c,4,2026-05-05T19:26:37.381363700Z,2026-05-06T19:26:37.381363700Z,ef8bb293-8415-4395-a169-99097535ad19,80,Carga danificada
d6dd5efa-2167-4895-b126-310bda7025e2,0,2026-05-05T19:27:37.381363700Z,2026-05-06T19:27:37.381363700Z,b668153e-b734-407c-90df-7116e094bb28,81,Início de viagem
d00169dd-d8de-4c96-8af0-71df0d4136d1,1,2026-05-05T19:28:37.381363700Z,2026-05-06T19:28:37.381363700Z,d00c0d32-2ea1-43e0-9742-56026c48c704,82,Fim de viagem
874ba64f-b07f-4a5b-83b5-8d79d56de82e,2,2026-05-05T19:29:37.381363700Z,2026-05-06T19:29:37.381363700Z,d5d5c6fc-a9e9-45e3-8d46-371456b649c0,83,Cliente recusou produto
71b34828-b6f4-41e5-b359-0a369af70d49,3,2026-05-05T19:30:37.381363700Z,2026-05-06T19:30:37.381363700Z,5c83c35d-6fd7-4300-a038-69b27866052b,84,Veículo apresentou falha mecânica
b9ab7c73-f401-4a49-bfd0-444dac87862f,4,2026-05-05T19:31:37.381363700Z,2026-05-06T19:31:37.381363700Z,ac04ab7d-7515-49f2-b68c-0f40c68180d3,85,Entrega realizada com sucesso
8b904d25-ff6e-41e5-81ff-9a19ac34eb25,0,2026-05-05T19:32:37.381363700Z,2026-05-06T19:32:37.381363700Z,0220e0ea-5c15-468e-871b-ab7e6bd96fdc,86,Atraso na entrega
1c785980-5389-4189-8850-68cdfb248a88,1,2026-05-05T19:33:37.381363700Z,2026-05-06T19:33:37.381363700Z,dfbc27aa-a9c8-4745-a101-52fc2862f8e1,87,Rota alterada
04149e80-9bb3-41d9-9ec0-5695f8006298,2,2026-05-05T19:34:37.381363700Z,2026-05-06T19:34:37.381363700Z,cc131ec4-9008-4f45-9e5b-bd7015e8122c,88,Parada não programada
59b82545-d7a5-494c-b1c3-6e8a78520dbe,3,2026-05-05T19:35:37.381363700Z,2026-05-06T19:35:37.381363700Z,538fc415-7a00-4fc6-b35b-11e939c35e78,89,Documento fiscal emitido
4e055612-b6c0-481e-a924-5184ee662cca,4,2026-05-05T19:36:37.381363700Z,2026-05-06T19:36:37.381363700Z,30cb2281-5133-4d27-8efa-087bff33da9a,90,Carga danificada
ccfb0a37-89cf-4427-871c-85afdba9cc76,0,2026-05-05T19:37:37.381363700Z,2026-05-06T19:37:37.381363700Z,da65f24f-c486-4488-9e07-64b9cefbf38c,91,Início de viagem
70cdb2de-7d59-4b9b-86fa-f1b0c20ff2ad,1,2026-05-05T19:38:37.381363700Z,2026-05-06T19:38:37.381363700Z,21f07710-74cf-4232-848c-68b8d11f56ff,92,Fim de viagem
f62338b2-9001-413f-a73e-15d1b73036ba,2,2026-05-05T19:39:37.381363700Z,2026-05-06T19:39:37.381363700Z,956b53d5-f278-4207-a14b-404350604e4c,93,Cliente recusou produto
bacf01cb-af96-44eb-a05a-21d7e136478f,3,2026-05-05T19:40:37.381363700Z,2026-05-06T19:40:37.381363700Z,abcbcfe0-26a2-4e49-aa38-dec0f4a1d20d,94,Veículo apresentou falha mecânica
7889f9ee-a43c-4eb5-b553-f96629783cb2,4,2026-05-05T19:41:37.381363700Z,2026-05-06T19:41:37.381363700Z,4d234deb-23f7-4bca-9514-1cf2a89561b3,95,Entrega realizada com sucesso
28b0a982-0613-4595-9ad5-912c1719b5ca,0,2026-05-05T19:42:37.381363700Z,2026-05-06T19:42:37.381363700Z,2906681c-0ad8-47fc-921c-cf11fe7761d6,96,Atraso na entrega
a1382413-4433-488a-a305-96acdc8d8008,1,2026-05-05T19:43:37.381363700Z,2026-05-06T19:43:37.381363700Z,4bcfefe6-8bc2-486b-9a7f-f3249584adfa,97,Rota alterada
bea04d90-c750-436b-bc93-193545d0e4f4,2,2026-05-05T19:44:37.381363700Z,2026-05-06T19:44:37.381363700Z,6337fdfc-b33d-4123-ae6c-2951dfb8709a,98,Parada não programada
e364af8e-8981-4ea8-b164-08a26d2813df,3,2026-05-05T19:45:37.381363700Z,2026-05-06T19:45:37.381363700Z,5093dfaa-494c-40e5-ba35-2e88ae45d3b1,99,Documento fiscal emitido
dc2c3267-78fc-4a3d-b592-27a1ecf173c2,4,2026-05-05T19:46:37.381363700Z,2026-05-06T19:46:37.381363700Z,14b3d65e-8fdb-4c0d-bf4b-a9473a61216f,100,Carga danificada
83af37ad-2f99-48e7-8ef3-754333b4a4f2,0,2026-05-05T19:47:37.381363700Z,2026-05-06T19:47:37.381363700Z,d72fb70a-2c07-4b3c-9b99-b06408dcc77f,101,Início de viagem
37554916-cd85-4fc6-b136-42607a0d2850,1,2026-05-05T19:48:37.381363700Z,2026-05-06T19:48:37.381363700Z,caa1cdbb-f2e0-46f7-b9b1-53c5dabab434,102,Fim de viagem
d89d5d45-ace4-444b-8238-4a871d9c1dd3,2,2026-05-05T19:49:37.381363700Z,2026-05-06T19:49:37.381363700Z,b13efdf5-e5f2-4448-91bf-383a1a837c3a,103,Cliente recusou produto
7fe66686-304c-4eea-a1da-4c3ba1915c37,3,2026-05-05T19:50:37.381363700Z,2026-05-06T19:50:37.381363700Z,67a950fe-e8a7-47e5-9218-3759c994fae6,104,Veículo apresentou falha mecânica
a10cb24a-4ca0-44ba-a62b-00db8396fc1d,4,2026-05-05T19:51:37.381363700Z,2026-05-06T19:51:37.381363700Z,bd4ece5b-1987-4f96-a4a4-b4ddefafba92,105,Entrega realizada com sucesso
33a1c6d5-3c59-4d21-857d-45832ffb3a2d,0,2026-05-05T19:52:37.381363700Z,2026-05-06T19:52:37.381363700Z,3fe188f0-12de-4db2-8893-6f2dd86ba366,106,Atraso na entrega
63a52dbc-480a-44d4-9111-be42df80267b,1,2026-05-05T19:53:37.381363700Z,2026-05-06T19:53:37.381363700Z,cd1f9ee8-2b10-4743-a5b6-51f32969d401,107,Rota alterada
d0e07137-8a64-4d84-93a2-a7c0ef433ce9,2,2026-05-05T19:54:37.381363700Z,2026-05-06T19:54:37.381363700Z,b6de8165-4360-4f43-b451-4fe66a7a7c56,108,Parada não programada
665b1e70-fbab-45a3-85e2-3c2786882c46,3,2026-05-05T19:55:37.381363700Z,2026-05-06T19:55:37.381363700Z,e63d245c-a1bf-4a84-b82e-3cfd28cba5d7,109,Documento fiscal emitido
61de1966-5fba-45df-8bc1-574f82e9a689,4,2026-05-05T19:56:37.381363700Z,2026-05-06T19:56:37.381363700Z,f479a92c-efbb-4f94-9579-23f1f4ce5f4f,110,Carga danificada
f5a10d7d-455a-4554-9655-d9afdf7574cd,0,2026-05-05T19:57:37.381363700Z,2026-05-06T19:57:37.381363700Z,8038d6f6-046b-4b10-b3e8-e4671bfccc97,111,Início de viagem
6dd12a52-ea1c-407e-a806-570cd7a77ef1,1,2026-05-05T19:58:37.381363700Z,2026-05-06T19:58:37.381363700Z,f253f637-28e4-4d25-be4d-4745d6f6a1e6,112,Fim de viagem
1e669e17-2f35-4f0d-af96-a4b3aa1f6b97,2,2026-05-05T19:59:37.381363700Z,2026-05-06T19:59:37.381363700Z,4eb4d808-5342-463c-a060-e93b4dcc4234,113,Cliente recusou produto
6f773ca4-7af6-418a-94cb-9b3198488af9,3,2026-05-05T20:00:37.381363700Z,2026-05-06T20:00:37.381363700Z,4320a865-f949-4aba-bc6f-dc051d5fe132,114,Veículo apresentou falha mecânica
635fd89f-543b-4b95-a926-945f05f9dc38,4,2026-05-05T20:01:37.381363700Z,2026-05-06T20:01:37.381363700Z,c532a3f1-5ccf-40b0-a06a-cb6ee0029520,115,Entrega realizada com sucesso
de88f113-632f-484e-b235-5539be084915,0,2026-05-05T20:02:37.381363700Z,2026-05-06T20:02:37.381363700Z,79cd57fd-6f2b-48bd-a33c-6304d7b89973,116,Atraso na entrega
4f9c15c9-01a1-446d-abe0-84cb4f96ad06,1,2026-05-05T20:03:37.381363700Z,2026-05-06T20:03:37.381363700Z,0bde673b-acfe-4421-9d56-efdc3b9b5ab9,117,Rota alterada
33d65955-ff4d-4b2f-a77e-2a853c553dea,2,2026-05-05T20:04:37.381363700Z,2026-05-06T20:04:37.381363700Z,9bc6415f-de67-4a13-8b88-98457ef62072,118,Parada não programada
1ee60e93-922e-4409-a561-106197499347,3,2026-05-05T20:05:37.381363700Z,2026-05-06T20:05:37.381363700Z,132aaad8-762f-4d7b-b101-2216ff6adbd7,119,Documento fiscal emitido
fc92da1f-704a-4d9d-b7f0-4fd123a8f93a,4,2026-05-05T20:06:37.381363700Z,2026-05-06T20:06:37.381363700Z,4e5a7d28-c2f6-4a75-acb1-14b16b586b42,120,Carga danificada
f7dde3d3-8e5c-4b4d-bf70-bc91c590fc59,0,2026-05-05T20:07:37.381363700Z,2026-05-06T20:07:37.381363700Z,9094137a-cba9-40d2-8f50-ffdf0594001b,121,Início de viagem
176fdd5f-abea-4701-84d1-62661849c57a,1,2026-05-05T20:08:37.381363700Z,2026-05-06T20:08:37.381363700Z,83bb2f97-8573-482f-bf37-94f673b54fae,122,Fim de viagem
439a483b-b7c2-481f-8893-b3fe858aedb2,2,2026-05-05T20:09:37.381363700Z,2026-05-06T20:09:37.381363700Z,f45dce63-fa49-4baf-8060-56b8a7708ced,123,Cliente recusou produto
69a2084a-eae2-4bbc-9650-02d24a2fa695,3,2026-05-05T20:10:37.381363700Z,2026-05-06T20:10:37.381363700Z,6b80f804-6087-471c-856d-c2fa419320e1,124,Veículo apresentou falha mecânica
bcf26b2b-2d26-4240-906d-29da940b74db,4,2026-05-05T20:11:37.381363700Z,2026-05-06T20:11:37.381363700Z,38db3e7d-2a24-4bec-b785-ee494236aa5e,125,Entrega realizada com sucesso
d98715d6-a473-4d0c-b90a-dc334d801d0a,0,2026-05-05T20:12:37.381363700Z,2026-05-06T20:12:37.381363700Z,c06d289c-daa7-412a-8d45-6587a2c4169a,126,Atraso na entrega
5458c0ae-b45b-46f7-8c54-30c515d12b49,1,2026-05-05T20:13:37.381363700Z,2026-05-06T20:13:37.381363700Z,7ff1c040-4bc4-4596-8ac7-8982879764af,127,Rota alterada
2355b265-bf1d-4eec-b000-9a36e2fe82de,2,2026-05-05T20:14:37.381363700Z,2026-05-06T20:14:37.381363700Z,93348350-8a35-4ec3-b033-2cbb27748247,128,Parada não programada
eec8e9d9-7276-42ab-a1d9-bb6ee4bcfb86,3,2026-05-05T20:15:37.381363700Z,2026-05-06T20:15:37.381363700Z,4f56b66c-c690-4de1-9c6c-72a9c56112f4,129,Documento fiscal emitido
76503e9e-4621-42bc-aac8-d78a343b3b39,4,2026-05-05T20:16:37.381363700Z,2026-05-06T20:16:37.381363700Z,76b923fd-86b3-44da-aa0c-dc5f9e755dd7,130,Carga danificada
ef1421cb-996c-4d9d-83d2-6defdd0acfb1,0,2026-05-05T20:17:37.381363700Z,2026-05-06T20:17:37.381363700Z,facea0c9-e123-4406-8dc5-bd2a4ceabf06,131,Início de viagem
2aab2243-c0a1-4cd4-a6eb-2e6b707e00dd,1,2026-05-05T20:18:37.381363700Z,2026-05-06T20:18:37.381363700Z,b0cb3de3-9a5c-47a9-a28e-fa3b487eafc3,132,Fim de viagem
